"FAWN Station","Period","2m T avg (F)","2m T min (F)","2m T max (F)","Tsoil avg-10cm  (F)","Tsoil min(avg)-10cm  (F)","Tsoil max(avg)-10cm  (F)","2m DewPt avg (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","10m Wind avg (mph)","10m Wind min (mph)","10m Wind max (mph)","WDir avg10m  (deg)","BP avg (mb)","N (# obs)","2m WetBulb (F)"
"DeFuniak Springs","14 Jan 2024","45.6","29.49","64.74","48.51","42.12","56.32","32.49","68","0","0","166.26","2.17","0.02","9.64","66","1012","96","39.92"
"DeFuniak Springs","15 Jan 2024","51.23","30.27","68.47","50.41","42.43","57.9","44.97","81","0","0","153.62","3.9","0.05","13.67","171","1008","96","47.97"
"DeFuniak Springs","16 Jan 2024","35.8","23.47","57.9","47.58","38.9","54.64","31.06","83","0.18","0.07","93.81","10.93","0","30","342","1009","96","33.9"
"DeFuniak Springs","17 Jan 2024","28.94","18.43","43.72","39.14","35.31","44.86","17.5","66","0","0","162.83","5.27","0.09","20.4","12","1017","96","25.4"
"DeFuniak Springs","18 Jan 2024","42.15","23","56.3","41.93","36.07","47.64","34.35","75","0","0","95.53","4.57","0.13","13.42","113","1011","96","38.75"
"DeFuniak Springs","19 Jan 2024","50.26","34.68","58.15","50.04","43.79","54.63","40.99","73","0.15","0.07","165.24","9.48","0.36","26.19","330","1011","96","45.69"
"DeFuniak Springs","20 Jan 2024","33.36","27.05","41.86","41.8","38.19","46.63","19.26","58","0","0","171.86","9.82","2.01","25.52","359","1020","96","28.7"
"DeFuniak Springs","21 Jan 2024","33.19","22.83","45.57","39.96","35.58","46.15","16.89","52","0","0","159.74","7.23","0.47","18.41","46","1024","96","28"
"DeFuniak Springs","22 Jan 2024","47.3","30.62","61.12","44.48","38","51.15","34.95","62","0","0","137.63","6.97","0.2","19.26","85","1021","96","41.72"
"DeFuniak Springs","23 Jan 2024","60.05","54.75","66.11","52.26","48.36","55.71","55.14","84","0","0","61.17","8.12","1.54","19.48","98","1016","96","57.12"
"DeFuniak Springs","24 Jan 2024","67.47","61.23","78.03","59.59","54.99","64.4","64.51","91","0.02","0.01","106.52","9.71","2.06","27.83","142","1012","96","65.51"
"DeFuniak Springs","25 Jan 2024","67.47","62.46","72.7","64.09","61.92","66.78","66.22","96","1.22","0.23","39.97","9.99","0.6","25.97","182","1010","96","66.63"
"DeFuniak Springs","26 Jan 2024","64.74","59.18","71.56","62.96","59.9","66.79","62.57","93","0.01","0.01","83.21","3.7","0.05","16.66","103","1010","96","63.34"
"DeFuniak Springs","27 Jan 2024","63.1","54.32","71.4","62.17","59.14","64.62","61.8","96","1.9","0.51","24.65","7.21","0.25","25.3","176","1006","96","62.27"
"DeFuniak Springs","28 Jan 2024","50.91","45.35","55.76","56.72","52.95","60.35","44.53","79","0","0","131.84","9.19","1.77","23.2","322","1011","96","47.61"
"DeFuniak Springs","29 Jan 2024","49.13","43.21","60.44","53.49","49.64","59.59","39.08","69","0","0","184.54","7.73","1.43","24.81","336","1013","96","44.3"
"DeFuniak Springs","30 Jan 2024","49.67","33.06","64.36","52.07","45.56","59.68","39.84","72","0","0","179.93","4.73","0.02","16.51","254","1012","96","44.89"
"DeFuniak Springs","31 Jan 2024","52.34","38.01","63.25","53.57","49.1","60.3","42.52","72","0","0","185.19","6.33","0.25","26.69","322","1010","96","47.35"
"DeFuniak Springs","1 Feb 2024","47.97","34.15","62.51","52.16","46.07","59.07","39.34","75","0","0","162.32","2.92","0.02","10.27","276","1012","96","43.84"
"DeFuniak Springs","2 Feb 2024","53.56","42.08","69.39","54.96","49.6","62.78","43","72","0","0","179.52","2.72","0","11.05","284","1007","96","48.15"
"DeFuniak Springs","3 Feb 2024","54.94","36.61","70.2","54.88","48.65","60.89","43.4","69","0","0","152.02","4.7","0.02","16.82","102","1001","96","48.97"
"DeFuniak Springs","4 Feb 2024","50.44","46.58","56.39","53.49","51.15","55.92","48.03","92","1.38","0.19","20.12","8.19","0.76","32.84","14","992","96","49.15"
"DeFuniak Springs","5 Feb 2024","48.44","44.63","52.99","51.61","50.31","53.94","45.9","91","0","0","49.75","6.85","0.07","24.38","21","996","96","47.11"
"DeFuniak Springs","6 Feb 2024","51.85","39.83","66.54","52.52","46.39","60.24","42.69","74","0","0","196.25","4.6","0.02","17.13","343","1006","96","47.2"
"DeFuniak Springs","7 Feb 2024","49.24","35.64","66.33","51.91","45.4","59.54","37.76","69","0","0","192.71","4.55","0.07","17.47","67","1013","96","43.82"
"DeFuniak Springs","8 Feb 2024","52.98","37.32","66.33","52.93","46.04","60.06","45.76","77","0","0","175.97","6.02","0.02","18.81","137","1014","96","49.17"
"DeFuniak Springs","9 Feb 2024","60.79","49.93","71.98","57.9","52.7","63.93","56.64","87","0","0","144.24","6.16","0","19.26","154","1012","96","58.27"
"DeFuniak Springs","10 Feb 2024","65.75","61.84","71.04","61.28","59.5","63.28","62.88","91","0.01","0.01","48.44","8.07","1.05","20.96","155","1008","96","63.88"
"DeFuniak Springs","11 Feb 2024","68.18","65.61","70.36","64.2","61.9","66.16","66.78","95","0.16","0.02","48.97","8.74","0.4","20.74","176","1003","96","67.24"
"DeFuniak Springs","12 Feb 2024","64.26","48.49","70.21","65.42","58.41","68.04","61.5","91","2.8","0.47","47.87","8.45","0.02","27.65","234","998","96","62.49"
"DeFuniak Springs","13 Feb 2024","50.7","42.23","59.83","57.09","53.65","62.04","39.41","66","0.03","0.03","195.26","7.97","0.51","24.18","327","1009","96","45.22"
"DeFuniak Springs","14 Feb 2024","49.13","33.28","66.45","54.76","48.45","62.37","37.19","68","0","0","213.18","3.46","0","13.98","18","1014","96","43.53"
"DeFuniak Springs","15 Feb 2024","53.93","42.48","70.09","56.52","51.6","62.94","44.55","74","0","0","165.99","3.16","0","14.52","252","1013","96","49.02"
"DeFuniak Springs","16 Feb 2024","55.93","49.24","62.65","56.77","54.48","58.82","53.19","91","0.04","0.01","48.66","3.49","0","14.79","217","1008","96","54.34"
"DeFuniak Springs","17 Feb 2024","50.97","41.63","58.78","55.6","49.78","58.05","46.99","87","0.14","0.02","34.98","6.9","0.05","25.08","343","1006","96","48.85"
"DeFuniak Springs","18 Feb 2024","42.52","36.7","51.84","48.84","46.2","52.43","30.8","64","0","0","111.27","7.54","1.16","20.62","358","1009","96","37.64"
"DeFuniak Springs","19 Feb 2024","46.63","35.1","62.22","49.77","43.3","57.6","29.09","55","0","0","225.46","4.71","0.02","15.59","325","1013","96","39.32"
"DeFuniak Springs","20 Feb 2024","48.54","30.97","65.5","50.98","44.26","58.24","35.63","66","0","0","200.27","3.34","0.02","14.34","268","1015","96","42.62"
"DeFuniak Springs","21 Feb 2024","52.67","34.81","71.42","53.65","46.58","62.29","40","68","0","0","212.95","3.29","0","14.23","208","1015","96","46.42"
"DeFuniak Springs","22 Feb 2024","57.9","43.25","69.53","55.72","49.53","61.65","52.56","83","0","0","174.35","8.33","0.31","25.68","180","1007","96","54.81"
"DeFuniak Springs","23 Feb 2024","64.68","52.92","72.73","60.6","56.52","65.93","54.62","72","0","0","165.1","8.46","0.13","26.1","278","1000","96","58.63"
"DeFuniak Springs","24 Feb 2024","57.54","40.27","71.91","56.73","51.26","62.89","39.16","55","0","0","223","7.36","1.5","28.01","277","1007","96","48.38"
"DeFuniak Springs","25 Feb 2024","54.46","37.76","72.79","56.63","49.8","65.08","38.25","59","0","0","227.57","3.75","0.05","15.46","212","1012","96","46.57"
"DeFuniak Springs","26 Feb 2024","58.18","40.08","72.9","57.83","51.13","65.1","50.62","79","0","0","216.27","7.26","0.05","31.05","167","1011","96","53.89"
"DeFuniak Springs","27 Feb 2024","66.58","59.22","76.55","62.24","58.26","66.7","62.39","87","0","0","151.95","11.51","2.82","37.02","187","1007","96","63.86"
"DeFuniak Springs","28 Feb 2024","68.91","53.4","79.93","64.89","61.7","69.91","61.26","78","0","0","154.03","11.75","2.84","34.52","217","1008","96","63.97"
"DeFuniak Springs","29 Feb 2024","53.71","47.61","57.65","58.68","56.5","61.77","31.82","44","0","0","96.86","9.19","1.77","27.49","46","1016","96","43.89"
"DeFuniak Springs","1 Mar 2024","56.37","52.41","61.52","58.18","56.82","59.68","51.75","86","0.09","0.02","32.44","6.52","0.18","21.83","80","1012","96","53.73"
"DeFuniak Springs","2 Mar 2024","61.07","54.39","68.49","61.27","58.15","65.23","60.18","97","0.01","0.01","81.48","3.89","0.29","11.14","59","1010","96","60.51"
"DeFuniak Springs","3 Mar 2024","67.91","61.77","80.62","66.34","62.06","72.68","63","86","0","0","190.17","4.17","0.05","13.18","152","1009","96","64.7"
"DeFuniak Springs","4 Mar 2024","66.37","63.72","71.65","66.54","65.07","68.97","64.13","93","0","0","86.81","6.43","0.05","17.74","108","1009","96","64.9"
"DeFuniak Springs","5 Mar 2024","65.73","61.86","69.69","65.65","64.47","67.21","63.77","93","0.47","0.07","50.24","5.56","0","35.12","123","1003","96","64.44"
"DeFuniak Springs","6 Mar 2024","65.61","56.12","73.63","65.89","63.7","69.62","60.53","85","0.01","0.01","168.96","5.89","0.25","20.74","299","1002","96","62.38"
"DeFuniak Springs","7 Mar 2024","62.8","48.69","77.22","64.78","59.43","70.48","55.16","79","0","0","203.94","2.73","0","10.78","59","1005","96","58.2"
"DeFuniak Springs","8 Mar 2024","64.52","51.93","74.17","64.06","60.67","66.87","60.94","89","1.46","0.51","96.97","9.91","0.09","30.06","137","1003","96","62.23"
"DeFuniak Springs","9 Mar 2024","66.47","56.64","74.37","67.32","63.36","68.67","63.19","89","1.18","0.45","62.87","8.73","0.87","36.24","296","1001","96","64.33"
"DeFuniak Springs","10 Mar 2024","56.47","48.65","64.47","61.81","58.3","65.77","41.82","60","0","0","255.59","8.41","1.65","22.57","337","1010","92","48.97"
"DeFuniak Springs","11 Mar 2024","51.51","41.83","60.76","58.57","56.1","61.38","38.62","64","0","0","132.08","3.73","0.02","13.4","359","1015","96","45.29"
"DeFuniak Springs","12 Mar 2024","54.45","35.45","75.07","58.41","52.2","66","39.89","65","0","0","252.44","3.17","0","18.48","212","1012","96","47.23"
"DeFuniak Springs","13 Mar 2024","58.33","42.01","74.57","60.61","55.08","66.81","51.53","80","0","0","199.98","3.16","0.02","17.43","171","1009","96","54.43"
"DeFuniak Springs","14 Mar 2024","64.94","49.35","80.13","63.99","58.35","70.23","59.73","85","0","0","226.5","5.26","0.09","17.2","149","1009","96","61.65"
"DeFuniak Springs","15 Mar 2024","67.75","62.22","79.88","66.91","64.4","70.65","65.23","92","0.05","0.02","129.73","5.37","0","20.78","204","1008","96","66.07"
"DeFuniak Springs","16 Mar 2024","65.82","59.65","75.34","67.96","64.71","72.86","62.15","89","0","0","209.19","3.83","0.02","11.97","344","1006","96","63.44"
"DeFuniak Springs","17 Mar 2024","62.35","57.94","70.63","66.21","64.8","67.95","59.74","92","0.1","0.05","85.64","3.97","0","14","13","1003","96","60.71"
"DeFuniak Springs","18 Mar 2024","58.37","46.51","66.61","64.16","60.1","67.6","46.47","68","0","0","217.45","8.31","0.13","28.16","338","1006","96","51.91"
"DeFuniak Springs","19 Mar 2024","48.4","33.97","63.01","58.76","54.07","63.86","30.69","53","0","0","276.84","5.72","0.09","18.36","332","1012","96","40.79"
"DeFuniak Springs","20 Mar 2024","54.12","35.17","72.88","58.99","53.73","65.08","39.68","63","0","0","269.26","4.72","0.02","19.93","258","1010","96","46.98"
"DeFuniak Springs","21 Mar 2024","59.27","42.08","74.28","60.36","55.89","64.62","46.61","67","0","0","185.91","3.53","0.02","17.11","172","1009","96","52.37"
"DeFuniak Springs","22 Mar 2024","61.81","52.83","70.3","62.21","60.01","64.74","57.6","86","0","0","103.35","5.5","0.05","24.09","139","1001","96","59.22"
"DeFuniak Springs","23 Mar 2024","63.43","57.29","71.82","63.34","61.66","66.06","55.56","78","0","0","165.3","8.71","0.49","28.25","327","1000","96","58.67"
"DeFuniak Springs","24 Mar 2024","59.93","44.23","74.79","62.3","57.83","67.35","49.17","69","0","0","249.31","5.96","0.02","17.22","77","1005","96","53.88"
"DeFuniak Springs","25 Mar 2024","65.24","54.1","76.01","63.21","60.4","66.31","54.85","70","0","0","186.08","13.17","1.77","33.13","121","1005","96","58.97"
"DeFuniak Springs","26 Mar 2024","62.91","57.15","68.72","63.76","63.07","64.74","59.94","90","0.64","0.13","41.09","9.41","0.34","28.03","84","1002","96","61.04"
"DeFuniak Springs","27 Mar 2024","64.53","53.98","76.33","64.14","61.03","68.27","53.94","72","0","0","274.47","8.05","1.05","21.59","0","1004","96","58.2"
"DeFuniak Springs","28 Mar 2024","59.76","49.57","71.82","62.37","59.56","65.64","40.69","53","0","0","290.12","7.96","0.54","31.36","337","1009","96","50"
"DeFuniak Springs","29 Mar 2024","59.19","42.1","75.74","61.4","56.66","67.05","39.11","51","0","0","291.34","4.91","0.05","15.99","11","1013","96","49.12"
"DeFuniak Springs","30 Mar 2024","60.72","45.01","77.99","63.48","59.13","68.32","51.39","74","0","0","281.29","5.31","0","21.59","204","1011","96","55.35"
"DeFuniak Springs","31 Mar 2024","64.69","49.17","79.63","64.97","60.89","69.22","58.27","82","0","0","215.14","5.25","0.02","20.8","197","1009","96","60.69"
"DeFuniak Springs","1 Apr 2024","69.54","59.97","78.15","67.34","64.81","69.93","65.62","88","0","0","142.79","6.88","0.05","20.15","171","1007","96","66.91"
"DeFuniak Springs","2 Apr 2024","72.94","67.06","77.32","69.14","67.66","70.77","69.91","90","0","0","104.88","11.05","1.34","32.99","193","1001","96","70.83"
"DeFuniak Springs","3 Apr 2024","66.02","56.68","74.93","69.3","65.48","71.37","52.92","66","0.43","0.15","252.18","10.59","0.65","37.33","291","996","96","58.25"
"DeFuniak Springs","4 Apr 2024","56.54","41.65","69.39","63.81","59.95","67.62","39.79","58","0","0","302.92","6.43","0.18","23.44","271","1002","96","48.16"
"DeFuniak Springs","5 Apr 2024","59.14","40.47","74.35","63.37","58.35","68.52","41.16","58","0","0","300.71","4.56","0.05","23.08","305","1007","96","49.92"
"DeFuniak Springs","6 Apr 2024","57.91","43.57","73.83","63.99","59.23","69.39","44.1","63","0","0","295.18","4.72","0.07","14.61","4","1009","96","50.62"
"DeFuniak Springs","7 Apr 2024","61.86","43.9","79.81","64.97","60.17","70","50.61","71","0","0","278.1","5.08","0.11","17.4","144","1009","96","55.41"
"DeFuniak Springs","8 Apr 2024","64.85","51.28","77.83","66.15","62.83","69.12","57.7","79","0","0","210.86","6.63","0.02","21.03","147","1011","96","60.42"
"DeFuniak Springs","9 Apr 2024","67.04","56.34","77.22","66.95","64.22","69.64","60.33","80","0","0","173.01","8.42","0.34","25.63","134","1008","96","62.76"
"DeFuniak Springs","10 Apr 2024","65.8","57.24","75.27","66.48","64.76","67.73","62.56","90","2.17","0.68","80.28","10.64","0.72","38.54","106","1001","96","63.7"
"DeFuniak Springs","11 Apr 2024","64.46","52.29","70.5","66.97","64.54","68.85","59.17","84","0.01","0.01","209.74","9.49","0.05","33.62","260","998","96","61.14"
"DeFuniak Springs","12 Apr 2024","61.36","49.64","74.5","64.85","61.41","68.9","45.6","62","0","0","311.21","6.75","0.31","24.09","287","1011","96","52.8"
"DeFuniak Springs","13 Apr 2024","62.61","42.25","80.51","65.01","59.45","71.01","47.19","63","0","0","307.5","4.01","0.02","18.45","298","1015","96","54.06"
"DeFuniak Springs","14 Apr 2024","65.77","49.44","83.89","66.76","62.37","71.06","52.46","67","0","0","294.12","4.72","0","22.21","217","1012","96","57.91"
"DeFuniak Springs","15 Apr 2024","65.63","50.09","82","68.04","63.46","72.88","58.34","80","0","0","288.61","4.91","0.02","17.36","190","1010","96","61.08"
"DeFuniak Springs","16 Apr 2024","67.31","56.43","82","69.39","66.47","72.91","59.82","80","0","0","236.68","5.75","0.51","19.57","153","1010","96","62.55"
"DeFuniak Springs","17 Apr 2024","69.62","58.28","81.68","70.22","66.85","73.71","63.05","81","0.07","0.07","255.55","6.36","0.05","23.71","177","1010","96","65.3"
"DeFuniak Springs","18 Apr 2024","70.64","61.21","79.2","71.4","68.63","74.26","66.32","87","0","0","149.44","4.15","0.02","18.61","206","1010","96","67.72"
"DeFuniak Springs","19 Apr 2024","75.2","68.07","87.76","74.29","70.77","79.43","67.89","80","0","0","282.09","5.18","0.07","17.67","237","1008","96","70.16"
"DeFuniak Springs","20 Apr 2024","73.04","66.47","84.56","75.1","72.12","79.16","69.18","88","0.04","0.01","179.17","4.43","0","17.78","239","1008","96","70.36"
"DeFuniak Springs","21 Apr 2024","62.8","54.52","68.83","71.17","67.39","74.44","58.27","86","0.04","0.01","98.15","5.81","0.11","20.58","323","1006","96","59.99"
"DeFuniak Springs","22 Apr 2024","56.93","45.72","69.87","66.69","62.51","71.38","42.51","62","0","0","327.94","6.88","0.05","23.44","359","1011","96","49.48"
"DeFuniak Springs","23 Apr 2024","59.27","41.19","76.37","67.12","61.77","72.99","48.67","71","0","0","305.31","4.8","0.02","18.81","170","1013","96","53.36"
"DeFuniak Springs","24 Apr 2024","65.07","45.5","82.04","69.16","63.34","75.42","56.16","76","0","0","289.37","3.48","0","13.53","298","1011","96","59.62"
"DeFuniak Springs","25 Apr 2024","71.44","57.31","84.9","72.04","67.42","77.09","62.3","76","0","0","238.57","3.68","0.02","13.47","235","1010","96","65.46"
"DeFuniak Springs","26 Apr 2024","70.97","58.12","84.85","73.29","69.21","77.77","61.04","74","0","0","292.61","6.28","0.02","24.38","159","1010","96","64.55"
"DeFuniak Springs","27 Apr 2024","72.37","60.69","83.28","73.55","70.21","77.11","63.19","74","0","0","212.06","7.59","0.09","21.56","113","1013","96","66.31"
"DeFuniak Springs","28 Apr 2024","72.31","59.76","85.33","74.3","70.81","78.19","62.89","74","0","0","255.16","7.88","0.07","25.41","131","1011","96","66.11"
"DeFuniak Springs","29 Apr 2024","69.82","57.24","81.48","73.27","69.58","77.18","63.3","81","0","0","238.69","7.95","0.2","22.86","150","1008","96","65.53"
"DeFuniak Springs","30 Apr 2024","68.95","60.76","79.79","72.99","70.93","75.22","65.8","90","0.97","0.43","132.07","4.77","0.02","21.12","151","1006","96","66.84"
"DeFuniak Springs","1 May 2024","72.54","61.88","86.52","74.94","70.09","81.03","66.47","83","0","0","260.05","2.85","0","14.43","132","1005","96","68.42"
"DeFuniak Springs","2 May 2024","73.17","64.94","87.15","76.41","72.68","81.1","65.99","81","0.01","0.01","231.71","3.72","0","17.16","184","1005","96","68.31"
"DeFuniak Springs","3 May 2024","75.49","64.18","88.23","77.09","72.99","81.93","65.83","75","0","0","269.58","4.26","0.02","20.22","161","1006","96","68.94"
"DeFuniak Springs","4 May 2024","76.01","66.6","87.73","78.55","74.28","83.79","68.45","79","0.01","0.01","292.07","4.29","0.02","21.23","224","1007","96","70.77"
"DeFuniak Springs","5 May 2024","75.97","63.46","88.47","78.79","74.25","83.07","67.1","76","0","0","276.6","4.69","0.02","18.07","170","1007","96","69.89"
"DeFuniak Springs","6 May 2024","75.6","64.35","88.45","79.51","75.25","84.42","67.41","79","0","0","286.53","5.51","0","20.62","165","1006","96","69.98"
"DeFuniak Springs","7 May 2024","77.17","68.65","88.29","80.26","76.17","85.06","70.18","81","0","0","277.72","6.62","0.13","20.02","186","1003","96","72.26"
"DeFuniak Springs","8 May 2024","78.51","69.12","89.82","80.98","77.4","85.42","72.29","83","0","0","250.26","7.77","0.63","24.45","179","1002","96","74.07"
"DeFuniak Springs","9 May 2024","80.61","74.39","88","81.35","78.69","84.16","75.19","84","0","0","186.48","9.12","0.11","25.88","198","1002","96","76.65"
"DeFuniak Springs","10 May 2024","73.29","65.73","81.12","77.89","73.71","81.03","70.1","90","1.49","0.44","147.81","7.19","0.22","28.7","238","1001","96","71.06"
"DeFuniak Springs","11 May 2024","70.85","61.7","81.63","76.87","72.14","82.35","57.7","66","0","0","312.44","5.33","0.07","13.98","349","1004","96","62.59"
"DeFuniak Springs","12 May 2024","69.68","58.01","82.22","76.15","72.03","81.19","60.39","75","0.01","0.01","218.91","4.29","0.09","18.1","65","1006","96","63.72"
"DeFuniak Springs","13 May 2024","64.87","63.01","67.28","72.03","69.76","76.08","63.2","94","1.1","0.25","21.2","7.2","0.05","33.2","63","1003","96","63.78"
"DeFuniak Springs","14 May 2024","72.42","63.34","83.84","72.91","68.25","77.41","68.3","88","1.33","0.24","194.73","8.41","0.07","30.38","218","999","96","69.59"
"DeFuniak Springs","15 May 2024","76.53","65.66","85.73","76.95","72.39","82.74","66.77","75","0","0","316.98","5.59","0.02","21.07","276","1001","96","69.85"
"DeFuniak Springs","16 May 2024","75.65","60.53","90.23","78.19","71.69","85.17","65.96","75","0","0","326.43","3.13","0.02","12.95","314","1002","96","69.07"
"DeFuniak Springs","17 May 2024","73.57","69.19","82.04","77.2","74.98","80.37","70.3","90","1.42","0.46","120.41","7.57","0.02","25.81","160","1001","96","71.28"
"DeFuniak Springs","18 May 2024","73.17","68.32","79.43","75.34","73.04","78.57","70.37","91","0.86","0.12","110.71","6.34","0.02","34.02","209","1003","96","71.21"
"DeFuniak Springs","19 May 2024","75.45","66.87","86.14","77.83","71.02","85.75","67.71","79","0","0","299.83","4.97","0.2","14.9","312","1004","96","70.13"
"DeFuniak Springs","20 May 2024","73.77","64.85","84.74","79.29","72.14","87.75","66.72","80","0","0","309.67","4.63","0.02","15.9","58","1005","96","68.97"
"DeFuniak Springs","21 May 2024","73.75","60.04","87.21","79.76","71.58","89.06","64.64","76","0","0","319.74","4.15","0","16.08","80","1006","96","67.65"
"DeFuniak Springs","22 May 2024","75.18","61.83","87.98","81.15","73.4","89.35","67.09","78","0","0","304.59","4.24","0.02","16.15","165","1007","96","69.64"
"DeFuniak Springs","23 May 2024","76.39","65.43","90.21","81.87","75.72","89.76","69.72","82","0","0","248.16","5.06","0","18.34","185","1006","96","71.73"
"DeFuniak Springs","24 May 2024","77.84","67.44","89.2","82.88","76.64","90.18","70.44","80","0","0","268.65","5.58","0","38.12","218","1004","96","72.62"
"DeFuniak Springs","25 May 2024","80.29","71.33","90.75","84.6","78.17","91.8","73.36","81","0","0","266.43","5.07","0.05","17.65","218","1004","96","75.29"
"DeFuniak Springs","26 May 2024","79.25","67.53","90","84.82","78.33","92.26","72.13","81","0","0","296.35","7.17","0.02","24.38","195","1004","96","74.16"
"DeFuniak Springs","27 May 2024","80.59","71.83","88.47","84.46","79.86","89.92","74.58","83","0","0","209.75","7.41","0.13","24.14","208","1004","96","76.21"
"DeFuniak Springs","28 May 2024","78.77","66.02","92.44","85.72","77.68","95.5","67.14","72","0","0","328.06","3.88","0.02","17.43","334","1007","96","70.76"
"DeFuniak Springs","29 May 2024","75.9","66.22","88.09","83.34","77.97","89.31","64.28","69","0","0","206.13","3.99","0.05","14.34","358","1009","96","68.11"
"DeFuniak Springs","30 May 2024","75.25","65.64","86.22","82.72","77.83","88.72","64.44","72","0","0","222.9","4.93","0.02","18.81","46","1009","96","68"
"DeFuniak Springs","31 May 2024","73.95","62.22","92.05","82.52","76.03","92.73","65.65","79","0.05","0.04","263.03","5.92","0","22.08","78","1009","96","68.34"
"DeFuniak Springs","1 Jun 2024","69.58","65.41","77.2","76.72","72.97","80.08","66.96","92","1.17","0.08","100.29","6.64","0.11","24.02","109","1010","96","67.8"
"DeFuniak Springs","2 Jun 2024","74.4","65.57","86.74","78.72","72.61","87.42","69.85","87","0","0","234.95","4.19","0.07","15.73","123","1008","96","71.22"
"DeFuniak Springs","3 Jun 2024","73.94","67.75","84.96","79.56","75","86.25","71.02","91","0.59","0.31","194.58","3.97","0.02","22.68","98","1005","96","71.89"
"DeFuniak Springs","4 Jun 2024","78.55","69.53","88.32","81.4","75.09","89.2","72.21","82","0.02","0.01","299.1","6.52","0.05","19.57","184","1004","96","74.02"
"DeFuniak Springs","5 Jun 2024","80.08","70.95","88.93","82.56","76.68","89.51","73.91","83","0","0","271.15","6.97","0","23.69","196","1002","96","75.61"
"DeFuniak Springs","6 Jun 2024","79.09","72.54","87.62","82.64","78.13","87.91","74.06","85","0","0","221.04","4.76","0.27","33.6","220","1001","96","75.45"
"DeFuniak Springs","7 Jun 2024","81.97","73.2","92.28","85.14","78.31","94.15","71.03","72","0","0","321.32","4.66","0.11","19.01","296","1003","96","74.19"
"DeFuniak Springs","8 Jun 2024","77.7","62.04","91.09","84.78","76.55","94.35","62.96","65","0","0","344.57","3.16","0.05","18.34","356","1005","96","67.89"
"DeFuniak Springs","9 Jun 2024","79.13","63.59","93.43","85.7","77.47","95.5","68.65","73","0","0","325.71","4.02","0","15.93","249","1003","96","71.83"
"DeFuniak Springs","10 Jun 2024","80.02","72.72","93.11","86.38","80.65","93.54","73.35","81","0","0","256.26","4.13","0.02","21.09","278","1001","96","75.2"
"DeFuniak Springs","11 Jun 2024","79.15","69.64","90.07","86.51","79.48","95.67","66.76","69","0","0","324.89","5.29","0.09","22.68","20","1002","96","70.64"
"DeFuniak Springs","12 Jun 2024","78.44","66.78","90.14","85.91","79.16","94.1","65.89","67","0","0","291.14","3.93","0.02","14.34","353","1004","96","69.88"
"DeFuniak Springs","13 Jun 2024","79.15","64.24","94.14","86.79","78.6","96.78","69.84","76","0","0","306.69","3.24","0.02","14.5","16","1004","96","72.6"
"DeFuniak Springs","14 Jun 2024","81.89","70.23","94.23","88.16","80.96","96.66","69.9","71","0","0","314.71","4.58","0.02","21.9","46","1004","96","73.43"
"DeFuniak Springs","15 Jun 2024","82.32","66.63","96.37","88.82","80.37","99","70.78","72","0","0","327.39","4.69","0.02","19.21","106","1005","96","74.12"
"DeFuniak Springs","16 Jun 2024","78.25","71.28","93.04","86.39","82.62","94.46","74.17","88","0.19","0.09","196.28","4.45","0.02","24.34","121","1007","96","75.3"
"DeFuniak Springs","17 Jun 2024","80.09","70.93","90.77","84.54","79.12","90.39","73.65","82","0","0","235.09","5.75","0.13","19.26","82","1008","96","75.43"
"DeFuniak Springs","18 Jun 2024","80.39","71.92","89.49","84.12","78.66","90.81","69.74","71","0","0","255.67","8.59","0.94","24.2","80","1007","96","72.9"
"DeFuniak Springs","19 Jun 2024","80.34","74.17","88.03","84.1","79.83","89.4","70.5","72","0","0","201.22","9.58","1.07","29.73","76","1010","96","73.38"
"DeFuniak Springs","20 Jun 2024","78.39","68.38","88.05","83.46","78.31","88.72","71.1","79","0.02","0.02","212.73","7.24","0.78","23.15","57","1012","96","73.23"
"DeFuniak Springs","21 Jun 2024","79.93","66.63","93.61","85.8","77.88","95.16","66.94","68","0","0","333.35","5.47","0","21.56","53","1011","96","70.99"
"DeFuniak Springs","22 Jun 2024","82.21","65.64","97.48","88.01","79.48","98.28","68.08","67","0","0","318.93","3.58","0.02","13.2","253","1008","96","72.37"
"DeFuniak Springs","23 Jun 2024","83.81","73.09","96.67","90.16","82.69","99.1","72.27","70","0","0","305.64","4.94","0.16","16.6","262","1006","96","75.51"
"DeFuniak Springs","24 Jun 2024","81.62","75.07","94.23","88.77","84.34","94.77","75.92","84","0.04","0.04","211.13","4.84","0.13","19.26","254","1005","96","77.43"
"DeFuniak Springs","25 Jun 2024","83.94","73.45","96.64","88.5","81.37","96.84","75.33","78","0","0","284.83","4.38","0.02","19.48","249","1005","96","77.62"
"DeFuniak Springs","26 Jun 2024","79.98","72.82","94.64","86.19","82.38","94.15","76.25","89","1.09","0.38","172.28","5.33","0.07","34.11","227","1003","96","77.24"
"DeFuniak Springs","27 Jun 2024","78.6","74.26","85.68","82.78","78.76","86.99","75.82","91","1.24","0.41","162","5.64","0.13","28.21","186","1001","96","76.57"
"DeFuniak Springs","28 Jun 2024","81.82","74.91","91.47","84.73","79.83","91.09","76.16","84","0.02","0.01","272.37","6.27","0.02","21.18","184","1004","96","77.65"
