"FAWN Station","Period","2m T avg (F)","2m T min (F)","2m T max (F)","Tsoil avg-10cm  (F)","Tsoil min(avg)-10cm  (F)","Tsoil max(avg)-10cm  (F)","2m DewPt avg (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","10m Wind avg (mph)","10m Wind min (mph)","10m Wind max (mph)","WDir avg10m  (deg)","BP avg (mb)","N (# obs)","2m WetBulb (F)"
"Apopka","24 Jun 2022","82.22","73.47","95.36","90.7","88.41","94.23","76.76","85","0.14","0.03","216.05","6.02","0.16","33.31","259","1010","96","78.18"
"Apopka","25 Jun 2022","78.98","72.52","89.38","87.53","85.23","90.34","74.22","86","0.19","0.13","203.04","4.31","0","17.74","52","1013","96","75.53"
"Apopka","26 Jun 2022","80.36","72.88","89.28","86.3","83.39","89.17","71.59","77","0","0","229.98","6.71","0.87","20.78","55","1014","96","74.11"
"Apopka","27 Jun 2022","80.77","72.39","90.86","87.35","84.2","91.15","73.66","80","0.22","0.13","248.58","4.74","0.02","18.03","87","1014","96","75.63"
"Apopka","28 Jun 2022","80.74","74.77","91.81","87.07","83.91","91.38","73.86","81","0.1","0.09","264.85","4.93","0.07","33.26","117","1015","96","75.75"
"Apopka","29 Jun 2022","82.3","73.49","92.91","87.16","83.61","91.78","72.77","75","0","0","293.16","4.87","0","18.5","77","1017","96","75.43"
"Apopka","30 Jun 2022","79.64","73.87","90.88","88.53","85.28","92.53","73.47","82","0","0","252.49","4.55","0.02","23.73","55","1017","96","75.19"
"Apopka","1 Jul 2022","78.64","72.68","89.47","87.59","85.41","90","73.06","84","0.06","0.01","160.13","3.4","0.05","26.35","168","1015","96","74.63"
"Apopka","2 Jul 2022","77.23","72.64","87.89","84.97","83.25","86.7","74.81","93","0.12","0.02","148.25","2.84","0","18.01","130","1015","95","75.47"
"Apopka","3 Jul 2022","77.99","73.31","87.28","83.83","81.99","86.81","74.84","91","0.55","0.23","175.84","3.7","0","18.25","135","1016","96","75.7"
"Apopka","4 Jul 2022","82.06","72.55","92.75","85.06","80.96","90.75","73.64","78","0","0","304.87","3.94","0.02","15.12","141","1016","96","75.96"
"Apopka","5 Jul 2022","83.18","75.11","92.14","88.31","84.58","93.18","74.24","76","0","0","275.5","4.59","0","16.75","135","1015","96","76.67"
"Apopka","6 Jul 2022","81.21","75.11","92.34","89.26","86","93.38","75.16","83","0","0","253.93","4.25","0.02","22.12","142","1014","96","76.78"
"Apopka","7 Jul 2022","82.02","74.71","92.98","89.77","86.13","94.5","74.88","81","0.01","0.01","311.54","4.45","0.09","23.51","187","1014","96","76.8"
"Apopka","8 Jul 2022","84.39","75.07","95.59","91.01","87.21","95.95","72.61","71","0","0","332.04","4.41","0.07","16.35","178","1015","96","75.89"
"Apopka","9 Jul 2022","83.94","76.05","95.47","92.56","89.17","96.87","75.38","77","0.11","0.08","307.67","4.65","0.02","25.59","213","1015","96","77.65"
"Apopka","10 Jul 2022","80.45","72.12","90.72","90.77","88.47","94.06","75.51","86","0.36","0.21","274.5","4.78","0.05","28.1","207","1012","96","76.83"
"Apopka","11 Jul 2022","81.79","74.59","90.88","87.37","85.48","89.26","75.72","83","0.19","0.15","217.22","5.02","0.13","31.63","198","1011","96","77.33"
"Apopka","12 Jul 2022","84.63","76.91","94.24","88.1","84.15","93.85","75.37","75","0","0","333.13","4.87","0.11","19.53","242","1012","96","77.83"
"Apopka","13 Jul 2022","83.55","73.31","95.38","90.93","87.24","96.4","74.45","76","1.43","0.76","316.67","4.06","0","19.73","234","1015","95","76.91"
"Apopka","14 Jul 2022","80.49","73.83","93.65","89.14","85.96","93.87","74.64","84","0.17","0.16","274.17","4.1","0.02","26.98","221","1016","95","76.23"
"Apopka","15 Jul 2022","81.34","71.04","92.75","88.21","84.54","92.62","71.32","74","0","0","306.62","4.94","0.02","21.7","93","1016","96","74.21"
"Apopka","16 Jul 2022","77.94","71.51","85.6","87.25","84.34","90.25","73.54","87","1.96","0.88","221.26","4.88","0.07","20.67","75","1015","96","74.77"
"Apopka","17 Jul 2022","78.14","71.8","90.32","84.98","82.08","89.46","73.55","87","0.19","0.15","226.09","3.67","0.02","21.36","97","1014","96","74.83"
"Apopka","18 Jul 2022","81.51","73.96","91.6","85.02","82.2","87.8","75.26","82","0.02","0.02","222.6","4.57","0.07","36.53","165","1015","96","76.94"
"Apopka","19 Jul 2022","80.13","76.21","90.84","85.86","83.64","89.56","76.13","88","0.58","0.45","203.89","3.45","0","28.86","178","1016","96","77.19"
"Apopka","20 Jul 2022","80.51","74.61","90.41","85.42","82.6","88.95","75.42","86","0.1","0.1","242.99","3.85","0","22.26","194","1015","96","76.78"
"Apopka","21 Jul 2022","83.51","73.47","93.43","86.94","82.76","92.73","73.4","74","0","0","337.85","4.54","0.05","17.58","195","1014","96","76.19"
"Apopka","22 Jul 2022","84.09","76.91","93.47","89.07","86.16","92.14","74.33","74","0","0","231.83","3.84","0.05","16.06","149","1015","96","76.97"
"Apopka","23 Jul 2022","81.62","76.3","90.61","88.49","86.14","90.63","75.06","81","0","0","201.56","3.79","0.02","19.37","120","1017","96","76.83"
"Apopka","24 Jul 2022","83.26","73.94","94.46","88.78","85.33","93.42","72.9","74","0","0","289.4","4.63","0.09","15.41","104","1017","96","75.79"
"Apopka","25 Jul 2022","81.25","74.17","94.03","89.46","86.76","92.71","73.74","80","0.05","0.05","252.03","3.63","0.02","24.56","93","1016","96","75.81"
"Apopka","26 Jul 2022","78.74","72.66","90.3","86.87","84.52","89.91","74.1","87","1.56","0.78","171.02","4.04","0.07","32.1","109","1017","96","75.38"
"Apopka","27 Jul 2022","79.46","70.18","93.76","85.06","81.99","91.04","72.22","82","1.52","0.5","299.07","4.4","0.11","26.15","135","1017","96","74.28"
"Apopka","28 Jul 2022","83.08","72.95","94.08","86.11","82.04","92.03","74.07","77","0.01","0.01","315.05","3.43","0.05","10.38","175","1016","96","76.53"
"Apopka","29 Jul 2022","84.1","74.44","94.33","89.44","85.44","94.68","73.34","72","0","0","319.2","4.62","0.07","14.32","184","1017","96","76.3"
"Apopka","30 Jul 2022","83.65","73.63","94.66","90.44","86.97","94.59","73.18","74","0","0","272.17","4.36","0.02","16.8","115","1018","96","76.07"
"Apopka","31 Jul 2022","83.08","74.77","91.65","90.09","87.44","92.43","74.61","77","0","0","205.72","4.48","0.02","14.99","113","1019","96","76.9"
"Apopka","1 Aug 2022","84.11","74.57","94.53","90.6","86.95","95.58","73.72","74","0","0","332.36","4.52","0.02","28.16","186","1018","96","76.56"
"Apopka","2 Aug 2022","80.59","72.66","94.12","90.87","87.53","94.89","73.32","80","1.74","0.61","251.89","4.62","0.02","32.95","222","1015","96","75.34"
"Apopka","3 Aug 2022","79.49","71.78","92.21","87.34","84.04","92.48","73.84","85","0.49","0.34","298.34","3.79","0.02","25.21","183","1014","96","75.4"
"Apopka","4 Aug 2022","81.54","74.84","92.3","87.34","84.38","90.9","74.23","80","0","0","248.72","4.42","0.02","16.91","94","1015","96","76.23"
"Apopka","5 Aug 2022","80.69","74.75","90.12","86.89","84.76","89.06","75.55","85","0.24","0.09","190.6","3.58","0","28.05","90","1016","96","76.92"
"Apopka","6 Aug 2022","80.95","75.72","88.14","85.68","83.5","87.96","75.72","85","0.07","0.04","190.9","3.18","0.02","19.66","88","1018","96","77.11"
"Apopka","7 Aug 2022","81.06","73.72","90.27","85.67","82.8","88.9","74.36","81","0.14","0.12","275.72","5.32","0.09","23.31","84","1018","96","76.19"
"Apopka","8 Aug 2022","78.9","75.22","87.82","85.11","83.53","86.4","75.14","89","0.02","0.01","133.21","3.75","0.05","17.54","78","1017","96","76.16"
"Apopka","9 Aug 2022","81.2","74.75","89.85","84.92","82.38","87.85","75.94","85","0","0","186.35","4.01","0.13","17.9","102","1017","96","77.33"
"Apopka","10 Aug 2022","82.68","76.23","93.67","87.17","83.86","92.21","74.45","78","0.01","0.01","262.48","4.08","0.05","26.91","116","1018","96","76.68"
"Apopka","11 Aug 2022","80.77","75.29","88.16","87.5","85.26","89.91","74.59","82","0.03","0.03","195.18","4.22","0","17.38","134","1016","96","76.27"
"Apopka","12 Aug 2022","80.88","74.23","92.12","87.21","84.04","91.76","73.24","79","0.85","0.45","242.69","3.64","0","21.72","102","1015","96","75.37"
"Apopka","13 Aug 2022","80.08","74.05","89.89","86.9","84.09","89.76","74.09","84","0.03","0.01","225.36","4.28","0.02","16.31","39","1013","96","75.74"
"Apopka","14 Aug 2022","77.68","71.76","86.74","86.27","83.88","88.9","73.98","89","0.06","0.02","178.84","3.45","0.02","19.66","78","1012","96","75.01"
"Apopka","15 Aug 2022","81.49","73.44","90.18","86.67","83.16","91.63","71.65","75","0","0","294.02","3.56","0.02","12.28","61","1010","96","74.46"
"Apopka","16 Aug 2022","83.46","75.81","92.95","89.2","85.62","93.52","73.93","75","0","0","281.25","4.49","0.05","14.5","240","1010","96","76.53"
"Apopka","17 Aug 2022","82.51","77.61","88.7","89.55","87.1","91.98","75.52","80","0","0","213.87","5.66","0.18","21.63","252","1011","96","77.38"
"Apopka","18 Aug 2022","78.94","74.55","92.14","88.3","86.25","90.77","75.34","89","0.16","0.05","175.98","3.48","0.02","29.86","192","1011","96","76.31"
"Apopka","19 Aug 2022","79.41","72.59","93.88","86.97","83.5","92.05","73.43","84","0.1","0.08","283.53","4.09","0","34.76","210","1013","96","75.09"
"Apopka","20 Aug 2022","80.78","72.99","93.99","87.85","84.31","92.48","74.68","83","0.02","0.02","298.58","3.95","0.02","17.6","107","1016","96","76.34"
"Apopka","21 Aug 2022","83.33","76.73","92.59","89.32","86.22","93","76.96","82","0","0","239.53","4.14","0.25","18.61","118","1016","96","78.61"
"Apopka","22 Aug 2022","83.14","76.35","92.44","90.11","86.97","93.72","75.42","79","0","0","238.87","3.52","0.02","18.5","101","1013","96","77.48"
"Apopka","23 Aug 2022","81.44","76.05","91.2","90.31","87.64","93.51","74.95","82","0.02","0.02","211.09","3.45","0","20.24","156","1011","96","76.7"
"Apopka","24 Aug 2022","80.29","74.64","92.43","88.84","86.52","93.6","75.67","87","3.24","0.98","236.61","3.94","0.05","28.65","74","1012","96","76.9"
"Apopka","25 Aug 2022","79.87","72.7","91.98","85.08","81.93","88.39","75.76","88","2.99","0.83","224.59","5.17","0","29.57","83","1014","96","76.86"
"Apopka","26 Aug 2022","78.9","74.08","90.75","85.84","82.85","90.91","75.7","91","0.38","0.15","216.92","3.58","0.05","26.06","99","1013","96","76.56"
"Apopka","27 Aug 2022","78.99","74.32","89.24","86.2","82.85","90.01","75.74","91","0.15","0.04","224.15","3.28","0.02","18.12","106","1011","96","76.61"
"Apopka","28 Aug 2022","78.48","73.47","90.45","85.62","83.35","88.81","76.16","93","1.49","0.47","182.1","3.6","0.02","21.18","89","1011","96","76.78"
"Apopka","29 Aug 2022","79.82","74.16","89.46","84.16","81.34","87.73","75.4","88","0","0","176.38","3.63","0.02","15.61","98","1012","96","76.59"
"Apopka","30 Aug 2022","81.92","76.24","91.49","85.77","82.67","89.46","75.92","83","0","0","207.85","4.51","0.05","16.55","156","1012","96","77.51"
"Apopka","31 Aug 2022","80.22","74.57","93.11","86.98","83.71","91.69","75.21","86","0.04","0.02","238.33","3.83","0.05","21.68","182","1012","96","76.56"
"Apopka","1 Sep 2022","79.91","73.11","91.87","86.91","83.73","90.68","74.05","84","0.01","0.01","212.16","3.34","0.02","17.34","93","1012","96","75.66"
"Apopka","2 Sep 2022","78.87","73.24","89.53","86.88","84","90.36","74.31","87","0.07","0.03","198.27","3.93","0.02","21.47","81","1014","96","75.56"
"Apopka","3 Sep 2022","80.26","73.38","92.17","86.27","83.21","90.39","74.67","85","0.8","0.25","210.33","4.03","0","25.9","67","1014","96","76.19"
"Apopka","4 Sep 2022","81.71","75.51","91.58","86.59","83.12","91.04","76","84","0","0","249.04","3.87","0.07","17.94","91","1013","96","77.51"
"Apopka","5 Sep 2022","82.89","74.64","93.6","88.34","84.52","93.31","75.34","80","0","0","266.55","3.32","0.05","11.48","119","1013","96","77.35"
"Apopka","6 Sep 2022","83.63","76.69","93.96","90.18","86.25","95.14","76.19","80","0","0","283.26","3.29","0.02","23.69","164","1014","96","78.14"
"Apopka","7 Sep 2022","81.97","74.25","92.41","90.95","87.44","95.14","74.97","80","0.01","0.01","263.44","4.01","0.02","23.62","256","1010","96","76.85"
"Apopka","8 Sep 2022","76","71.76","86.05","87.7","84.65","91.33","73.24","92","0.55","0.16","104.64","3.9","0.05","17.83","86","1005","96","74.02"
"Apopka","9 Sep 2022","76.6","70.57","88.57","83.67","81.63","85.95","74.12","93","0.5","0.38","158.31","3.28","0.05","26.95","151","1006","96","74.81"
"Apopka","10 Sep 2022","78.14","73.99","90.93","83.18","81.07","86.04","75.1","91","0.22","0.14","154.2","4.21","0","28.92","137","1013","96","75.93"
"Apopka","11 Sep 2022","80.46","72.39","92.05","84.47","80.35","90.14","74.29","83","0","0","277.37","3.42","0.02","24.72","127","1015","96","75.98"
"Apopka","12 Sep 2022","80.21","75","90.97","87.09","83.62","91.69","74.81","85","0.06","0.03","236.13","3.83","0","18.57","231","1012","96","76.28"
"Apopka","13 Sep 2022","78.88","74.43","87.6","85.99","83.26","88.59","74.66","88","0.52","0.3","235.59","3.3","0.02","28.18","221","1010","96","75.81"
"Apopka","14 Sep 2022","78.07","72.91","87.78","85.17","82.62","88.2","74.4","89","0.02","0.01","185.28","4.08","0.02","26.93","58","1011","96","75.41"
"Apopka","15 Sep 2022","78.18","71.87","90.46","85.56","81.99","90.25","72.93","85","0.04","0.02","244.74","3.92","0.02","18.61","91","1014","96","74.41"
"Apopka","16 Sep 2022","77.11","73.44","89.98","85.26","83.17","87.75","74.23","92","0.32","0.08","173.98","3.78","0.02","20.74","80","1015","96","75.02"
"Apopka","17 Sep 2022","76.61","72.86","86.85","84.03","81.57","86.86","72.99","89","0.01","0.01","207.09","4.55","0.02","26.6","73","1014","96","74.01"
"Apopka","18 Sep 2022","77.62","72.5","86.09","84.68","81.95","88.5","73.11","87","0","0","198.49","3.63","0","10.38","261","1011","96","74.38"
"Apopka","19 Sep 2022","78.18","71.91","87.48","85.56","82.65","88.56","73.06","85","0","0","182.48","3.7","0","19.95","67","1010","96","74.5"
"Apopka","20 Sep 2022","78.5","73.6","88.41","85.91","83.03","89.19","74.63","89","0.05","0.03","246.63","3.88","0.02","19.15","63","1011","96","75.69"
"Apopka","21 Sep 2022","78.3","72.73","86.58","85.22","82.9","87.13","73.69","87","0.02","0.02","182.7","5.69","0.09","23.93","40","1009","96","74.97"
"Apopka","22 Sep 2022","80.4","72.66","90.77","85.62","82.31","89.69","71.88","78","0","0","235.92","3.7","0.02","13.51","14","1008","96","74.32"
"Apopka","23 Sep 2022","80.7","75.24","89.01","86.03","83.41","88.93","74.58","82","0","0","216.43","6.96","0.27","21.38","4","1010","96","76.24"
"Apopka","24 Sep 2022","78.18","71.64","86.99","85.77","83.08","88.57","68.63","75","0","0","226.7","5.74","0.34","19.1","56","1013","96","71.53"
"Apopka","25 Sep 2022","78.15","70.65","88.16","85.26","82.76","87.98","71.27","80","0","0","165.54","4.63","0.02","15.26","58","1010","96","73.27"
"Apopka","26 Sep 2022","80.37","72.73","91.94","85.92","83.12","89.17","72.88","80","0","0","198.33","4.05","0.09","17.49","68","1009","96","74.98"
"Apopka","27 Sep 2022","76.65","73.65","84.56","85.17","83.32","87.55","74.35","93","0.46","0.27","75.43","4.1","0.05","18.28","67","1009","96","74.98"
"Apopka","28 Sep 2022","72.86","70.79","74.44","80.37","76.96","83.25","72.05","97","4","0.26","30.88","14.61","1.5","50.15","51","1005","96","72.29"
"Apopka","29 Sep 2022","69.06","62.69","73.6","73.75","71.35","76.8","67.17","94","6.07","0.28","40.06","19.48","0.89","61.31","345","999","96","67.77"
"Apopka","30 Sep 2022","69.29","63.84","78.13","73.47","69.62","79.25","61.15","76","0","0","254.21","7.36","0.02","22.44","307","1005","96","64.04"
"Apopka","1 Oct 2022","71.47","60.91","81.19","77.36","72.91","82.63","63.05","76","0","0","261.33","3.45","0.02","11.5","332","1008","96","65.93"
"Apopka","2 Oct 2022","73.32","64.2","84","79.07","74.93","83.88","62.88","73","0","0","267.05","4.6","0","16.2","281","1010","96","66.43"
"Apopka","3 Oct 2022","70.82","63.66","81","79.67","76.1","83.8","63.15","78","0","0","229.55","6.32","0.13","19.1","14","1011","96","65.77"
"Apopka","4 Oct 2022","67.76","59","79.29","78.91","75.49","82.44","60.52","79","0","0","229.81","6.84","0.05","20.31","15","1013","96","63.13"
"Apopka","5 Oct 2022","69.13","59.32","79.52","78.6","74.7","83.01","59.72","74","0","0","248.93","4.52","0.05","13.69","20","1013","96","63.13"
"Apopka","6 Oct 2022","70.98","60.12","81.54","79.14","75.13","83.52","59.41","70","0","0","253.11","3.57","0.09","12.55","75","1015","96","63.6"
"Apopka","7 Oct 2022","71.33","60.58","83.25","79.5","75.6","83.66","61.64","74","0","0","248.09","3.69","0.05","12.28","50","1016","96","65.02"
"Apopka","8 Oct 2022","72.58","61.23","84.9","79.85","76.12","83.84","62.75","75","0","0","250.25","4.46","0.02","21.83","50","1016","96","66.11"
"Apopka","9 Oct 2022","73.59","62.11","85.53","79.97","76.59","83.37","66.46","80","0","0","210.48","5.72","0.05","18.88","49","1016","96","68.75"
"Apopka","10 Oct 2022","76.49","69.19","88.99","81.19","78.33","84.69","69.33","80","0","0","189.19","5.69","0.2","15.66","33","1016","96","71.49"
"Apopka","11 Oct 2022","77.7","69.8","88.5","81.97","79.07","85.21","70.53","80","0.02","0.02","198.25","5.24","0.63","19.57","58","1017","96","72.65"
"Apopka","12 Oct 2022","76.39","71.37","85.87","81.79","80.1","83.55","72.88","90","0.07","0.04","101.74","3.69","0","14.14","92","1014","96","73.88"
"Apopka","13 Oct 2022","76.72","71.62","82.13","80.54","78.84","82.17","72.81","88","0","0","123.01","3.68","0.11","12.75","241","1009","96","73.92"
"Apopka","14 Oct 2022","76.88","68.99","86.76","80.82","78.04","84.22","68.67","78","0","0","206.29","5.49","0.02","16.31","37","1010","96","71.18"
"Apopka","15 Oct 2022","75.89","68.09","85.89","81.3","78.89","83.86","67.37","77","0","0","186.5","6.43","0.67","19.26","61","1014","96","70.04"
"Apopka","16 Oct 2022","75.42","65.88","87.3","81.25","77.92","85.01","66.6","77","0","0","222.61","5.34","0.18","17.36","76","1014","96","69.4"
"Apopka","17 Oct 2022","75.6","69.3","85.62","81.92","79.32","84.58","69.67","83","0","0","155.58","3.84","0.05","26.93","178","1009","96","71.46"
"Apopka","18 Oct 2022","73.95","63.18","80.89","81.55","79.45","84.31","66.36","79","0","0","170.29","6.48","0.34","17.02","288","1007","96","68.79"
"Apopka","19 Oct 2022","56.36","48.6","66.49","78.08","75.13","82.2","39.89","55","0","0","173.23","7.35","0.36","21.52","358","1014","96","48.12"
"Apopka","20 Oct 2022","59.31","47.86","70.97","74.45","71.26","77.2","47.45","66","0","0","146.89","4.3","0.02","16.44","0","1014","96","52.78"
"Apopka","21 Oct 2022","63.97","53.94","76.14","75.18","71.83","79.12","47.27","58","0","0","230.47","6.26","0.07","18.81","19","1014","96","54.66"
"Apopka","22 Oct 2022","66.78","56.41","81.36","75.61","72.1","79.29","56.49","70","0","0","202.9","6.67","0.07","21.16","20","1015","96","60.44"
"Apopka","23 Oct 2022","69.39","57.27","82.81","76.67","72.81","81.01","59.37","74","0","0","222.93","3.91","0.02","14.34","13","1016","96","63.02"
"Apopka","24 Oct 2022","71.37","61.84","83.35","77.81","74.75","80.94","64.11","80","0","0","174.15","4.76","0","16.42","54","1016","96","66.55"
"Apopka","25 Oct 2022","70.89","60.03","82.33","78.15","74.5","82.22","62.36","77","0","0","220.83","3.6","0","11.59","81","1013","96","65.31"
"Apopka","26 Oct 2022","74.2","61.65","85.05","79.19","75.51","83.21","66.47","78","0","0","204.48","3.51","0.02","12.26","216","1010","96","68.94"
"Apopka","27 Oct 2022","76.25","69.94","85.62","80.92","78.21","84.18","70.74","84","0","0","165.39","4.18","0.18","16.08","132","1011","96","72.36"
