FAWN Station,Period,Temp_avg (F),T_min (F),T_max (F),DewPt_avg (F),RelHum_avg (pct),Rain_tot (in),Rain_max over 15min (in),SolRad_avg @ 2m (w/m^2),Wind_avg @ 10m (mph),Wind_min @ 10m (mph),Wind_max @ 10m (mph),Wind_Dir_avg @ 10m (deg),Barametric_Pre_avg (mb),N_obs,WetBulb @ 2m (F),Month,Day,Two std above Temp_min Mean,Two std below Temp_min Mean,upper_bound,lower_bound,Temp_min_outlier
Apopka,5/21/2022,77.67,68.97,90.86,71.34,83,1.36,0.47,221.95,6.17,0.07,33.89,128,1018,96,73.18,May,Saturday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/22/2022,80.48,69.1,91.31,72.4,79,0,0,249.6,6.11,0.05,17.78,123,1019,96,74.69,May,Sunday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/23/2022,82.09,74.1,90.99,70.58,71,0,0,312.96,5.83,0.05,16.04,145,1016,96,73.92,May,Monday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/24/2022,81.16,73.74,90.59,69.8,70,0,0,260.39,6.16,0.07,21.45,131,1014,96,73.16,May,Tuesday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/25/2022,79.77,71.19,89.73,69.69,73,0,0,250.21,6.62,0.31,20.4,122,1015,96,72.69,May,Wednesday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/26/2022,81.32,72.37,90.82,70.02,71,0.39,0.25,294.16,6.36,0.02,20.78,146,1015,96,73.35,May,Thursday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/27/2022,77.14,71.1,88.09,71.89,85,0.9,0.16,196.02,4.43,0.02,20.6,181,1012,96,73.41,May,Friday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/28/2022,79.61,72.88,88.93,68.66,72,0,0,278.82,3.61,0,10.13,241,1010,96,71.98,May,Saturday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/29/2022,79.81,68.9,91.18,68.01,70,0,0,347.8,4.9,0.05,19.89,312,1012,96,71.62,May,Sunday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/30/2022,79.16,68.22,89.85,67.5,70,0,0,306.8,5.09,0,18.34,119,1014,96,71.11,May,Monday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,5/31/2022,78.57,71.47,87.22,69,74,0,0,235.42,5.37,0.02,22.17,75,1014,96,71.89,May,Tuesday,76.63666005,55.79860877,76.64826916,60.15409643,FALSE
Apopka,6/1/2022,76.88,68.11,86.18,68.88,78,0.02,0.01,275.97,6.71,0.34,24.07,66,1012,96,71.32,June,Wednesday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/2/2022,79.21,68.72,89.82,68.7,73,0,0,304.54,5.2,0.07,17.16,91,1009,96,71.88,June,Thursday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/3/2022,77.2,71.35,85.32,70.74,81,0,0,177.44,4.54,0.02,15.84,154,1008,96,72.64,June,Friday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/4/2022,76.07,72.37,82.17,71.27,85,0.02,0.01,210.21,7.39,0.36,25.17,79,1004,96,72.68,June,Saturday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/5/2022,77.41,69.78,90.05,71.93,84,0,0,306.95,4.88,0.05,21.65,339,1005,96,73.51,June,Sunday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/6/2022,77.76,71.73,89.73,72.56,85,0.08,0.03,236.29,4.57,0.07,22.28,69,1009,96,74.04,June,Monday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/7/2022,79.73,69.15,92.32,71.26,78,0,0,344.83,4.85,0.05,20.42,148,1011,96,73.71,June,Tuesday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/8/2022,79.07,73.65,92.59,72.55,82,0,0,265.32,4.3,0.02,27.49,200,1012,96,74.4,June,Wednesday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/9/2022,82.12,75.97,89.15,74.49,79,0,0,255.63,6.92,0.18,23.85,247,1012,96,76.56,June,Thursday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/10/2022,80.2,74.21,87.71,75.07,85,0.89,0.52,207.38,6.93,0.25,25.48,247,1010,96,76.45,June,Friday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/11/2022,78.49,73.24,89.82,72.77,83,0.01,0.01,268.32,5.79,0.13,23.42,217,1010,96,74.39,June,Saturday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/12/2022,81.34,72.32,91.63,72.97,77,0,0,300.23,6.23,0.13,28.03,224,1013,96,75.31,June,Sunday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/13/2022,83.26,75.6,91.11,74.3,76,0,0,330.77,4.46,0.09,15.73,253,1015,96,76.73,June,Monday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/14/2022,83.61,73.27,94.53,73.55,75,0.31,0.2,324.31,3.76,0.02,21.34,290,1015,96,76.31,June,Tuesday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/15/2022,83.52,75.78,94.44,74.03,76,0.07,0.04,300.43,3.56,0,14.83,245,1014,96,76.62,June,Wednesday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/16/2022,84.23,74.79,95.83,73.85,73,0,0,304.91,5.2,0.07,19.04,99,1015,96,76.68,June,Thursday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/17/2022,83.67,74.28,92.73,72.43,71,0,0,285.42,4.73,0.02,15.26,83,1013,96,75.58,June,Friday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/18/2022,79.93,74.05,93.83,72.24,78,0.18,0.12,219,4.92,0.11,30.15,216,1010,96,74.43,June,Saturday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/19/2022,79.92,74.75,90.14,72.12,77,0,0,192.46,4.67,0.18,29.5,212,1012,96,74.34,June,Sunday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/20/2022,81.37,72.88,91.38,72.69,76,0,0,245.81,6.8,0.13,24.52,83,1017,96,75.13,June,Monday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/21/2022,79.67,70.11,89.83,66.54,68,0,0,318.13,5.73,0,21.43,65,1018,96,70.66,June,Tuesday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/22/2022,79.77,68.54,89.69,65.86,65,0,0,264.04,3.93,0.11,15.43,109,1014,96,70.27,June,Wednesday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/23/2022,81.95,72.54,95.07,69.7,67,0,0,306.89,5.31,0.02,44.92,220,1009,96,73.32,June,Thursday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/24/2022,82.22,73.47,95.36,76.76,85,0.14,0.03,216.05,6.02,0.16,33.31,259,1010,96,78.18,June,Friday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/25/2022,78.98,72.52,89.38,74.22,86,0.19,0.13,203.04,4.31,0,17.74,52,1013,96,75.53,June,Saturday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/26/2022,80.36,72.88,89.28,71.59,77,0,0,229.98,6.71,0.87,20.78,55,1014,96,74.11,June,Sunday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/27/2022,80.77,72.39,90.86,73.66,80,0.22,0.13,248.58,4.74,0.02,18.03,87,1014,96,75.63,June,Monday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/28/2022,80.74,74.77,91.81,73.86,81,0.1,0.09,264.85,4.93,0.07,33.26,117,1015,96,75.75,June,Tuesday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/29/2022,82.3,73.49,92.91,72.77,75,0,0,293.16,4.87,0,18.5,77,1017,96,75.43,June,Wednesday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,6/30/2022,79.64,73.87,90.88,73.47,82,0,0,252.49,4.55,0.02,23.73,55,1017,96,75.19,June,Thursday,77.92269113,64.44660516,78.09445245,67.27821422,FALSE
Apopka,7/1/2022,78.64,72.68,89.47,73.06,84,0.06,0.01,160.13,3.4,0.05,26.35,168,1015,96,74.63,July,Friday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/2/2022,77.23,72.64,87.89,74.81,93,0.12,0.02,148.25,2.84,0,18.01,130,1015,95,75.47,July,Saturday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/3/2022,77.99,73.31,87.28,74.84,91,0.55,0.23,175.84,3.7,0,18.25,135,1016,96,75.7,July,Sunday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/4/2022,82.06,72.55,92.75,73.64,78,0,0,304.87,3.94,0.02,15.12,141,1016,96,75.96,July,Monday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/5/2022,83.18,75.11,92.14,74.24,76,0,0,275.5,4.59,0,16.75,135,1015,96,76.67,July,Tuesday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/6/2022,81.21,75.11,92.34,75.16,83,0,0,253.93,4.25,0.02,22.12,142,1014,96,76.78,July,Wednesday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/7/2022,82.02,74.71,92.98,74.88,81,0.01,0.01,311.54,4.45,0.09,23.51,187,1014,96,76.8,July,Thursday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/8/2022,84.39,75.07,95.59,72.61,71,0,0,332.04,4.41,0.07,16.35,178,1015,96,75.89,July,Friday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/9/2022,83.94,76.05,95.47,75.38,77,0.11,0.08,307.67,4.65,0.02,25.59,213,1015,96,77.65,July,Saturday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/10/2022,80.45,72.12,90.72,75.51,86,0.36,0.21,274.5,4.78,0.05,28.1,207,1012,96,76.83,July,Sunday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/11/2022,81.79,74.59,90.88,75.72,83,0.19,0.15,217.22,5.02,0.13,31.63,198,1011,96,77.33,July,Monday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/12/2022,84.63,76.91,94.24,75.37,75,0,0,333.13,4.87,0.11,19.53,242,1012,96,77.83,July,Tuesday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/13/2022,83.55,73.31,95.38,74.45,76,1.43,0.76,316.67,4.06,0,19.73,234,1015,95,76.91,July,Wednesday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/14/2022,80.49,73.83,93.65,74.64,84,0.17,0.16,274.17,4.1,0.02,26.98,221,1016,95,76.23,July,Thursday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/15/2022,81.34,71.04,92.75,71.32,74,0,0,306.62,4.94,0.02,21.7,93,1016,96,74.21,July,Friday,77.68561373,69.80814971,78.65548281,71.29806558,TRUE
Apopka,7/16/2022,77.94,71.51,85.6,73.54,87,1.96,0.88,221.26,4.88,0.07,20.67,75,1015,96,74.77,July,Saturday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/17/2022,78.14,71.8,90.32,73.55,87,0.19,0.15,226.09,3.67,0.02,21.36,97,1014,96,74.83,July,Sunday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/18/2022,81.51,73.96,91.6,75.26,82,0.02,0.02,222.6,4.57,0.07,36.53,165,1015,96,76.94,July,Monday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/19/2022,80.13,76.21,90.84,76.13,88,0.58,0.45,203.89,3.45,0,28.86,178,1016,96,77.19,July,Tuesday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/20/2022,80.51,74.61,90.41,75.42,86,0.1,0.1,242.99,3.85,0,22.26,194,1015,96,76.78,July,Wednesday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/21/2022,83.51,73.47,93.43,73.4,74,0,0,337.85,4.54,0.05,17.58,195,1014,96,76.19,July,Thursday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/22/2022,84.09,76.91,93.47,74.33,74,0,0,231.83,3.84,0.05,16.06,149,1015,96,76.97,July,Friday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/23/2022,81.62,76.3,90.61,75.06,81,0,0,201.56,3.79,0.02,19.37,120,1017,96,76.83,July,Saturday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/24/2022,83.26,73.94,94.46,72.9,74,0,0,289.4,4.63,0.09,15.41,104,1017,96,75.79,July,Sunday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/25/2022,81.25,74.17,94.03,73.74,80,0.05,0.05,252.03,3.63,0.02,24.56,93,1016,96,75.81,July,Monday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/26/2022,78.74,72.66,90.3,74.1,87,1.56,0.78,171.02,4.04,0.07,32.1,109,1017,96,75.38,July,Tuesday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/27/2022,79.46,70.18,93.76,72.22,82,1.52,0.5,299.07,4.4,0.11,26.15,135,1017,96,74.28,July,Wednesday,77.68561373,69.80814971,78.65548281,71.29806558,TRUE
Apopka,7/28/2022,83.08,72.95,94.08,74.07,77,0.01,0.01,315.05,3.43,0.05,10.38,175,1016,96,76.53,July,Thursday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/29/2022,84.1,74.44,94.33,73.34,72,0,0,319.2,4.62,0.07,14.32,184,1017,96,76.3,July,Friday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/30/2022,83.65,73.63,94.66,73.18,74,0,0,272.17,4.36,0.02,16.8,115,1018,96,76.07,July,Saturday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,7/31/2022,83.08,74.77,91.65,74.61,77,0,0,205.72,4.48,0.02,14.99,113,1019,96,76.9,July,Sunday,77.68561373,69.80814971,78.65548281,71.29806558,FALSE
Apopka,8/1/2022,84.11,74.57,94.53,73.72,74,0,0,332.36,4.52,0.02,28.16,186,1018,96,76.56,August,Monday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/2/2022,80.59,72.66,94.12,73.32,80,1.74,0.61,251.89,4.62,0.02,32.95,222,1015,96,75.34,August,Tuesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/3/2022,79.49,71.78,92.21,73.84,85,0.49,0.34,298.34,3.79,0.02,25.21,183,1014,96,75.4,August,Wednesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/4/2022,81.54,74.84,92.3,74.23,80,0,0,248.72,4.42,0.02,16.91,94,1015,96,76.23,August,Thursday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/5/2022,80.69,74.75,90.12,75.55,85,0.24,0.09,190.6,3.58,0,28.05,90,1016,96,76.92,August,Friday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/6/2022,80.95,75.72,88.14,75.72,85,0.07,0.04,190.9,3.18,0.02,19.66,88,1018,96,77.11,August,Saturday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/7/2022,81.06,73.72,90.27,74.36,81,0.14,0.12,275.72,5.32,0.09,23.31,84,1018,96,76.19,August,Sunday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/8/2022,78.9,75.22,87.82,75.14,89,0.02,0.01,133.21,3.75,0.05,17.54,78,1017,96,76.16,August,Monday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/9/2022,81.2,74.75,89.85,75.94,85,0,0,186.35,4.01,0.13,17.9,102,1017,96,77.33,August,Tuesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/10/2022,82.68,76.23,93.67,74.45,78,0.01,0.01,262.48,4.08,0.05,26.91,116,1018,96,76.68,August,Wednesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/11/2022,80.77,75.29,88.16,74.59,82,0.03,0.03,195.18,4.22,0,17.38,134,1016,96,76.27,August,Thursday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/12/2022,80.88,74.23,92.12,73.24,79,0.85,0.45,242.69,3.64,0,21.72,102,1015,96,75.37,August,Friday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/13/2022,80.08,74.05,89.89,74.09,84,0.03,0.01,225.36,4.28,0.02,16.31,39,1013,96,75.74,August,Saturday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/14/2022,77.68,71.76,86.74,73.98,89,0.06,0.02,178.84,3.45,0.02,19.66,78,1012,96,75.01,August,Sunday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/15/2022,81.49,73.44,90.18,71.65,75,0,0,294.02,3.56,0.02,12.28,61,1010,96,74.46,August,Monday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/16/2022,83.46,75.81,92.95,73.93,75,0,0,281.25,4.49,0.05,14.5,240,1010,96,76.53,August,Tuesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/17/2022,82.51,77.61,88.7,75.52,80,0,0,213.87,5.66,0.18,21.63,252,1011,96,77.38,August,Wednesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/18/2022,78.94,74.55,92.14,75.34,89,0.16,0.05,175.98,3.48,0.02,29.86,192,1011,96,76.31,August,Thursday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/19/2022,79.41,72.59,93.88,73.43,84,0.1,0.08,283.53,4.09,0,34.76,210,1013,96,75.09,August,Friday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/20/2022,80.78,72.99,93.99,74.68,83,0.02,0.02,298.58,3.95,0.02,17.6,107,1016,96,76.34,August,Saturday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/21/2022,83.33,76.73,92.59,76.96,82,0,0,239.53,4.14,0.25,18.61,118,1016,96,78.61,August,Sunday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/22/2022,83.14,76.35,92.44,75.42,79,0,0,238.87,3.52,0.02,18.5,101,1013,96,77.48,August,Monday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/23/2022,81.44,76.05,91.2,74.95,82,0.02,0.02,211.09,3.45,0,20.24,156,1011,96,76.7,August,Tuesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/24/2022,80.29,74.64,92.43,75.67,87,3.24,0.98,236.61,3.94,0.05,28.65,74,1012,96,76.9,August,Wednesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/25/2022,79.87,72.7,91.98,75.76,88,2.99,0.83,224.59,5.17,0,29.57,83,1014,96,76.86,August,Thursday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/26/2022,78.9,74.08,90.75,75.7,91,0.38,0.15,216.92,3.58,0.05,26.06,99,1013,96,76.56,August,Friday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/27/2022,78.99,74.32,89.24,75.74,91,0.15,0.04,224.15,3.28,0.02,18.12,106,1011,96,76.61,August,Saturday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/28/2022,78.48,73.47,90.45,76.16,93,1.49,0.47,182.1,3.6,0.02,21.18,89,1011,96,76.78,August,Sunday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/29/2022,79.82,74.16,89.46,75.4,88,0,0,176.38,3.63,0.02,15.61,98,1012,96,76.59,August,Monday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/30/2022,81.92,76.24,91.49,75.92,83,0,0,207.85,4.51,0.05,16.55,156,1012,96,77.51,August,Tuesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,8/31/2022,80.22,74.57,93.11,75.21,86,0.04,0.02,238.33,3.83,0.05,21.68,182,1012,96,76.56,August,Wednesday,78.72339877,68.43185485,79.95554821,70.96466685,FALSE
Apopka,9/1/2022,79.91,73.11,91.87,74.05,84,0.01,0.01,212.16,3.34,0.02,17.34,93,1012,96,75.66,September,Thursday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/2/2022,78.87,73.24,89.53,74.31,87,0.07,0.03,198.27,3.93,0.02,21.47,81,1014,96,75.56,September,Friday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/3/2022,80.26,73.38,92.17,74.67,85,0.8,0.25,210.33,4.03,0,25.9,67,1014,96,76.19,September,Saturday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/4/2022,81.71,75.51,91.58,76,84,0,0,249.04,3.87,0.07,17.94,91,1013,96,77.51,September,Sunday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/5/2022,82.89,74.64,93.6,75.34,80,0,0,266.55,3.32,0.05,11.48,119,1013,96,77.35,September,Monday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/6/2022,83.63,76.69,93.96,76.19,80,0,0,283.26,3.29,0.02,23.69,164,1014,96,78.14,September,Tuesday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/7/2022,81.97,74.25,92.41,74.97,80,0.01,0.01,263.44,4.01,0.02,23.62,256,1010,96,76.85,September,Wednesday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/8/2022,76,71.76,86.05,73.24,92,0.55,0.16,104.64,3.9,0.05,17.83,86,1005,96,74.02,September,Thursday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/9/2022,76.6,70.57,88.57,74.12,93,0.5,0.38,158.31,3.28,0.05,26.95,151,1006,96,74.81,September,Friday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/10/2022,78.14,73.99,90.93,75.1,91,0.22,0.14,154.2,4.21,0,28.92,137,1013,96,75.93,September,Saturday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/11/2022,80.46,72.39,92.05,74.29,83,0,0,277.37,3.42,0.02,24.72,127,1015,96,75.98,September,Sunday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/12/2022,80.21,75,90.97,74.81,85,0.06,0.03,236.13,3.83,0,18.57,231,1012,96,76.28,September,Monday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/13/2022,78.88,74.43,87.6,74.66,88,0.52,0.3,235.59,3.3,0.02,28.18,221,1010,96,75.81,September,Tuesday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/14/2022,78.07,72.91,87.78,74.4,89,0.02,0.01,185.28,4.08,0.02,26.93,58,1011,96,75.41,September,Wednesday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/15/2022,78.18,71.87,90.46,72.93,85,0.04,0.02,244.74,3.92,0.02,18.61,91,1014,96,74.41,September,Thursday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/16/2022,77.11,73.44,89.98,74.23,92,0.32,0.08,173.98,3.78,0.02,20.74,80,1015,96,75.02,September,Friday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/17/2022,76.61,72.86,86.85,72.99,89,0.01,0.01,207.09,4.55,0.02,26.6,73,1014,96,74.01,September,Saturday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/18/2022,77.62,72.5,86.09,73.11,87,0,0,198.49,3.63,0,10.38,261,1011,96,74.38,September,Sunday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/19/2022,78.18,71.91,87.48,73.06,85,0,0,182.48,3.7,0,19.95,67,1010,96,74.5,September,Monday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/20/2022,78.5,73.6,88.41,74.63,89,0.05,0.03,246.63,3.88,0.02,19.15,63,1011,96,75.69,September,Tuesday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/21/2022,78.3,72.73,86.58,73.69,87,0.02,0.02,182.7,5.69,0.09,23.93,40,1009,96,74.97,September,Wednesday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/22/2022,80.4,72.66,90.77,71.88,78,0,0,235.92,3.7,0.02,13.51,14,1008,96,74.32,September,Thursday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/23/2022,80.7,75.24,89.01,74.58,82,0,0,216.43,6.96,0.27,21.38,4,1010,96,76.24,September,Friday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/24/2022,78.18,71.64,86.99,68.63,75,0,0,226.7,5.74,0.34,19.1,56,1013,96,71.53,September,Saturday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/25/2022,78.15,70.65,88.16,71.27,80,0,0,165.54,4.63,0.02,15.26,58,1010,96,73.27,September,Sunday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/26/2022,80.37,72.73,91.94,72.88,80,0,0,198.33,4.05,0.09,17.49,68,1009,96,74.98,September,Monday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/27/2022,76.65,73.65,84.56,74.35,93,0.46,0.27,75.43,4.1,0.05,18.28,67,1009,96,74.98,September,Tuesday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/28/2022,72.86,70.79,74.44,72.05,97,4,0.26,30.88,14.61,1.5,50.15,51,1005,96,72.29,September,Wednesday,79.90927084,59.84846571,78.33472263,66.82772181,FALSE
Apopka,9/29/2022,69.06,62.69,73.6,67.17,94,6.07,0.28,40.06,19.48,0.89,61.31,345,999,96,67.77,September,Thursday,79.90927084,59.84846571,78.33472263,66.82772181,TRUE
Apopka,9/30/2022,69.29,63.84,78.13,61.15,76,0,0,254.21,7.36,0.02,22.44,307,1005,96,64.04,September,Friday,79.90927084,59.84846571,78.33472263,66.82772181,TRUE
Apopka,10/1/2022,71.47,60.91,81.19,63.05,76,0,0,261.33,3.45,0.02,11.5,332,1008,96,65.93,October,Saturday,78.4580499,40.80969204,76.99804551,52.81593298,FALSE
Apopka,10/2/2022,73.32,64.2,84,62.88,73,0,0,267.05,4.6,0,16.2,281,1010,96,66.43,October,Sunday,78.4580499,40.80969204,76.99804551,52.81593298,FALSE
Apopka,10/3/2022,70.82,63.66,81,63.15,78,0,0,229.55,6.32,0.13,19.1,14,1011,96,65.77,October,Monday,78.4580499,40.80969204,76.99804551,52.81593298,FALSE
Apopka,10/4/2022,67.76,59,79.29,60.52,79,0,0,229.81,6.84,0.05,20.31,15,1013,96,63.13,October,Tuesday,78.4580499,40.80969204,76.99804551,52.81593298,FALSE
Apopka,10/5/2022,69.13,59.32,79.52,59.72,74,0,0,248.93,4.52,0.05,13.69,20,1013,96,63.13,October,Wednesday,78.4580499,40.80969204,76.99804551,52.81593298,FALSE
Apopka,10/6/2022,70.98,60.12,81.54,59.41,70,0,0,253.11,3.57,0.09,12.55,75,1015,96,63.6,October,Thursday,78.4580499,40.80969204,76.99804551,52.81593298,FALSE
